id;graphic_design;top_1_section;top_2_section;top_3_section
29515;B;3;4;5
100975;A;3;1;2
63574;B;3;4;5
48924;C;3;6;0
65702;B;3;5;4
82953;A;3;1;2
21352;A;3;1;2
106556;B;4;3;5
103683;A;3;1;2
101904;B;4;5;3
30711;B;4;3;5
47041;B;4;3;5
107859;B;3;4;5
83091;B;3;4;5
94568;B;4;3;5
94033;B;4;5;3
80052;A;3;2;1
68143;C;3;6;0
22697;B;3;4;5
57433;B;4;3;5
14946;C;3;6;0
41401;C;6;3;0
89914;B;4;5;3
48244;B;4;3;5
91139;B;4;3;5
325;B;4;5;3
64286;C;6;3;0
69357;A;1;3;2
14928;B;4;3;5
66990;A;3;1;2
83423;B;4;5;3
34538;B;3;4;5
20618;C;6;3;0
88306;B;4;5;3
14143;A;3;1;2
25311;A;3;2;1
97255;B;4;3;5
92246;A;3;1;2
60593;C;6;3;0
75089;A;1;2;3
25327;A;1;3;2
7432;B;3;5;4
2908;B;4;3;5
115049;C;3;6;0
37158;C;6;3;0
49197;B;4;3;5
80238;B;4;5;3
76789;B;4;5;3
101854;A;1;3;2
82710;B;4;3;5
28900;B;3;5;4
416;A;3;2;1
96403;B;4;3;5
28347;B;3;5;4
103432;C;6;3;0
58857;B;3;4;5
61459;B;4;5;3
78092;A;3;1;2
13291;A;3;1;2
63839;A;3;1;2
26707;A;1;3;2
8221;B;4;3;5
112358;B;4;3;5
9759;B;4;3;5
106176;B;4;3;5
54012;A;3;1;2
88827;B;4;3;5
55965;B;3;4;5
59204;B;4;5;3
71516;B;3;5;4
3649;A;3;1;2
55503;C;3;6;0
44838;B;4;3;5
11766;B;3;5;4
102262;B;4;3;5
23521;B;4;3;5
110652;B;3;5;4
34801;C;3;6;0
60857;B;3;4;5
76266;B;4;3;5
40922;B;4;3;5
51544;B;4;3;5
90929;B;4;5;3
29996;B;4;5;3
74602;B;4;5;3
19137;A;3;2;1
13990;B;4;5;3
87945;A;1;3;2
35542;A;3;1;2
15784;C;6;3;0
75502;B;3;5;4
113301;B;4;5;3
107305;A;1;3;2
27912;B;3;5;4
96888;B;4;5;3
6619;B;3;5;4
89025;B;3;4;5
30449;C;3;6;0
111424;B;4;3;5
43332;B;4;5;3
81033;B;3;5;4
114223;A;3;1;2
80380;A;3;2;1
107762;B;3;4;5
88445;B;4;3;5
107080;C;6;3;0
103180;B;4;3;5
54075;B;4;5;3
64703;A;3;1;2
89321;A;3;1;2
61706;A;1;2;3
105850;B;4;5;3
55110;B;4;5;3
10620;A;1;3;2
72065;B;4;3;5
15194;B;4;5;3
51416;A;3;1;2
27413;B;3;4;5
76682;B;4;5;3
67221;B;4;3;5
91814;B;3;4;5
33399;B;3;5;4
66746;B;4;3;5
72724;A;1;2;3
40474;A;1;2;3
46225;A;1;2;3
8995;A;3;1;2
20154;B;4;3;5
68282;C;6;3;0
102862;B;4;3;5
74972;A;3;1;2
102783;B;3;5;4
51449;C;6;3;0
54060;B;4;3;5
107431;B;3;5;4
30051;B;4;5;3
36317;A;3;1;2
26597;B;4;5;3
90890;A;3;1;2
16322;A;1;3;2
93531;A;3;1;2
92043;A;3;1;2
1261;B;4;3;5
101791;A;1;3;2
14492;B;4;3;5
32875;B;4;5;3
51408;B;3;4;5
3765;C;6;3;0
16660;A;1;2;3
114231;A;1;3;2
77862;B;4;3;5
25595;B;4;3;5
72910;A;3;1;2
58840;A;1;2;3
95826;B;4;3;5
73428;B;3;4;5
82160;B;4;5;3
38421;C;6;3;0
85681;C;6;3;0
73099;A;3;1;2
85928;C;3;6;0
98567;B;4;3;5
80205;A;3;1;2
33610;C;3;6;0
93730;B;4;5;3
88403;A;3;1;2
108234;B;3;4;5
73759;B;4;3;5
47347;A;3;2;1
48477;A;3;1;2
51882;A;3;2;1
96437;B;4;5;3
99231;B;4;5;3
111546;B;4;3;5
113135;C;6;3;0
80922;B;4;5;3
116065;B;4;3;5
30857;C;6;3;0
59485;B;4;3;5
95766;A;3;2;1
113389;A;3;2;1
50275;A;3;1;2
101620;A;3;1;2
37425;C;6;3;0
46650;B;4;3;5
74565;C;3;6;0
86228;A;3;1;2
66438;C;3;6;0
58580;A;3;2;1
17229;C;6;3;0
56022;B;3;4;5
8903;A;3;1;2
2650;B;4;5;3
73291;B;4;5;3
78591;B;3;5;4
5026;C;3;6;0
67573;B;4;3;5
38508;B;4;5;3
73203;A;3;1;2
24692;B;4;3;5
56144;A;3;1;2
5668;B;3;4;5
115282;B;3;5;4
18549;B;4;3;5
40090;C;3;6;0
84840;A;3;1;2
49622;C;3;6;0
109923;A;1;3;2
1341;A;3;2;1
1355;B;4;3;5
115096;B;4;3;5
75791;B;4;5;3
3284;B;4;3;5
21005;A;3;1;2
94832;A;1;3;2
19948;B;3;4;5
39494;C;3;6;0
86088;B;4;3;5
63596;B;3;5;4
2089;C;6;3;0
79916;B;4;3;5
94405;A;1;2;3
48405;B;3;4;5
20124;A;3;1;2
53206;A;1;3;2
13293;B;3;5;4
112263;B;4;3;5
21629;C;6;3;0
47921;B;3;5;4
105819;A;3;2;1
88904;A;1;2;3
104776;C;3;6;0
52293;B;4;3;5
93143;B;4;3;5
24518;B;3;5;4
13108;B;4;3;5
56392;B;4;3;5
114478;B;3;4;5
36864;B;4;3;5
29359;A;1;3;2
4916;B;3;4;5
110946;A;1;3;2
115382;B;3;4;5
99614;B;4;5;3
36572;A;3;1;2
66875;B;4;3;5
85937;B;4;3;5
77183;A;1;3;2
582;B;3;5;4
91278;A;3;1;2
101715;B;3;5;4
55441;B;4;5;3
71739;A;3;1;2
41476;B;4;5;3
104835;A;1;3;2
66376;B;3;5;4
24355;B;4;3;5
13181;A;3;1;2
98136;B;3;4;5
33456;B;4;5;3
40501;C;3;6;0
64092;B;4;5;3
20775;B;3;5;4
32698;B;4;3;5
10941;B;4;3;5
17149;B;4;3;5
80771;B;4;3;5
28703;A;1;3;2
91392;B;3;4;5
100900;B;4;3;5
33566;A;3;1;2
100535;A;1;2;3
44521;A;1;2;3
86477;B;4;3;5
72371;B;3;5;4
61924;C;3;6;0
74433;A;3;2;1
8263;B;4;3;5
61102;A;3;1;2
94;A;3;1;2
100419;B;4;3;5
12965;C;3;6;0
45034;B;4;3;5
48855;B;4;5;3
102970;B;3;5;4
25911;A;1;3;2
74396;A;1;3;2
36424;C;6;3;0
110788;A;3;2;1
77629;B;3;4;5
48153;B;3;5;4
30838;C;3;6;0
101722;B;3;4;5
54481;A;1;2;3
32223;A;3;2;1
46891;A;3;1;2
95233;A;3;1;2
71976;B;4;3;5
1601;B;3;5;4
35931;B;4;5;3
89326;B;3;4;5
111560;A;3;1;2
99737;A;1;3;2
18580;A;1;3;2
97241;C;6;3;0
3028;B;4;3;5
19021;A;3;1;2
64236;A;3;1;2
83870;C;3;6;0
82128;C;6;3;0
89920;A;3;1;2
71709;B;4;5;3
60867;B;4;5;3
16610;B;4;3;5
97091;B;4;3;5
48160;C;6;3;0
8198;B;3;4;5
38243;B;4;3;5
14897;B;3;5;4
100103;A;3;1;2
113022;B;4;3;5
41017;A;1;2;3
83293;A;1;2;3
53247;A;1;3;2
84211;B;4;3;5
99840;A;1;3;2
19813;B;4;5;3
98771;B;4;5;3
30530;B;3;5;4
33939;B;4;3;5
45588;B;4;3;5
67584;B;3;5;4
12838;C;6;3;0
98499;B;4;3;5
68390;A;3;1;2
105660;C;6;3;0
7706;B;4;3;5
80984;C;3;6;0
26240;B;3;4;5
28173;B;4;3;5
43518;A;1;3;2
54498;B;4;3;5
11918;A;3;2;1
112313;B;4;3;5
114554;B;4;5;3
87281;C;3;6;0
67794;A;3;1;2
18914;B;4;3;5
50891;A;3;1;2
35799;C;3;6;0
62274;C;6;3;0
78521;C;3;6;0
36726;C;3;6;0
76352;A;3;2;1
72619;A;3;1;2
22672;B;3;5;4
62050;B;4;3;5
99962;A;3;1;2
43866;B;3;5;4
63541;A;1;2;3
114010;A;1;3;2
97854;C;6;3;0
107326;B;4;3;5
8246;B;4;3;5
112781;C;6;3;0
77961;A;3;2;1
72433;B;4;3;5
53138;B;4;3;5
96441;B;4;3;5
37458;B;4;3;5
58056;B;4;3;5
184;A;1;2;3
41268;A;3;1;2
110645;B;4;3;5
84562;A;1;3;2
44097;B;4;3;5
10654;B;3;5;4
28898;A;3;1;2
62439;C;3;6;0
80130;A;1;3;2
163;B;4;5;3
7530;A;1;3;2
29422;B;4;3;5
76636;C;3;6;0
43839;C;6;3;0
75476;A;1;2;3
103060;B;4;3;5
111753;A;1;3;2
94207;B;4;3;5
27556;A;1;3;2
27167;A;3;2;1
93929;B;4;3;5
26126;C;6;3;0
47987;B;4;3;5
5724;A;3;2;1
13904;A;3;2;1
15626;A;3;1;2
92926;B;4;5;3
93253;B;4;3;5
103288;B;4;3;5
41768;B;4;3;5
88853;B;4;3;5
33037;A;1;2;3
6328;B;4;3;5
54159;B;4;5;3
95338;B;4;3;5
82426;C;6;3;0
79245;B;4;3;5
28291;B;3;4;5
82369;A;3;2;1
66572;B;3;5;4
23704;A;3;2;1
22894;C;6;3;0
115585;A;3;1;2
52478;B;3;4;5
93564;C;3;6;0
90666;B;4;3;5
68802;B;4;3;5
110309;B;3;4;5
82479;B;4;3;5
71407;B;4;5;3
14792;A;1;3;2
75704;B;4;3;5
74360;B;4;5;3
45792;B;4;3;5
59638;C;3;6;0
84317;A;3;1;2
54842;B;4;5;3
68490;B;4;3;5
18901;B;4;3;5
44239;B;3;4;5
19042;A;3;2;1
18282;B;3;5;4
5740;B;4;5;3
9387;B;3;4;5
48631;B;4;3;5
4523;B;3;4;5
53773;B;3;4;5
58676;B;4;3;5
63744;C;3;6;0
36620;A;3;2;1
33158;B;3;4;5
66798;B;3;4;5
2202;A;3;1;2
34019;A;3;1;2
49979;C;3;6;0
107082;C;3;6;0
849;A;3;1;2
74802;B;4;3;5
63751;B;3;5;4
53610;B;3;4;5
17260;A;3;2;1
104265;B;3;4;5
108839;A;3;1;2
110950;B;3;5;4
84955;C;3;6;0
66235;B;4;3;5
30918;A;3;2;1
48634;B;4;3;5
113049;A;3;1;2
87355;A;3;2;1
2677;B;4;3;5
105042;B;3;5;4
104375;B;4;3;5
34828;C;3;6;0
38077;B;3;5;4
94472;A;3;1;2
13258;A;1;2;3
80484;A;3;1;2
91584;A;3;1;2
73209;A;3;2;1
66620;A;1;3;2
7538;A;1;2;3
89378;B;4;3;5
16342;B;3;5;4
23719;B;4;3;5
17797;A;3;1;2
19442;A;3;1;2
44405;B;3;5;4
24017;B;3;4;5
16452;C;6;3;0
113931;B;3;4;5
105568;A;1;3;2
44469;B;3;4;5
73139;A;1;2;3
19315;A;3;2;1
46764;B;4;5;3
52447;A;3;1;2
9453;B;4;3;5
3138;B;4;3;5
78134;B;3;4;5
25152;C;3;6;0
10650;B;4;5;3
32183;B;3;5;4
102244;A;3;1;2
100504;B;4;5;3
41625;B;3;4;5
71096;A;3;1;2
11332;B;4;5;3
27820;B;3;5;4
71037;B;4;3;5
31861;C;3;6;0
2970;B;3;5;4
108656;A;1;3;2
38827;B;4;5;3
91382;B;3;4;5
5825;B;3;4;5
100285;A;3;1;2
38447;B;3;4;5
46737;B;4;5;3
74421;A;1;3;2
28812;B;4;3;5
3269;B;4;3;5
47095;A;1;2;3
29296;B;4;3;5
98981;B;3;4;5
43743;A;1;3;2
64492;A;3;2;1
60124;B;3;4;5
18990;A;1;2;3
87958;B;4;3;5
69883;B;4;3;5
82532;A;1;3;2
2281;B;3;4;5
105555;B;3;4;5
87561;A;3;1;2
87858;A;3;2;1
80129;B;4;5;3
88437;C;6;3;0
44758;A;3;1;2
66041;B;3;4;5
86190;C;6;3;0
107536;B;4;5;3
14161;C;6;3;0
52518;B;3;4;5
20878;B;3;5;4
15292;B;4;3;5
48235;B;4;5;3
42268;B;4;3;5
41051;B;4;3;5
66363;B;3;4;5
111537;B;4;3;5
59539;B;4;3;5
92161;A;3;2;1
20471;B;4;5;3
35621;A;1;3;2
32030;A;1;2;3
26864;B;4;5;3
99241;A;1;3;2
36788;B;4;3;5
33110;B;4;5;3
79474;C;3;6;0
59279;B;3;4;5
16806;B;4;5;3
58465;B;4;5;3
78406;B;4;3;5
110116;B;3;4;5
83589;A;1;2;3
33328;A;3;1;2
35779;B;4;3;5
77305;B;3;5;4
28229;A;3;2;1
87926;B;3;4;5
51341;B;3;4;5
45141;A;3;1;2
94448;C;3;6;0
73401;C;3;6;0
97571;A;1;3;2
12302;B;4;3;5
94296;A;1;3;2
25130;B;3;4;5
83301;A;1;3;2
45582;B;4;3;5
54479;A;1;3;2
23811;A;3;2;1
83928;A;3;1;2
19793;B;4;3;5
84324;A;3;1;2
20031;B;4;5;3
93700;B;4;5;3
79921;B;4;3;5
23353;B;4;3;5
47990;B;4;3;5
64313;B;3;5;4
26616;B;4;5;3
31350;A;1;3;2
21681;B;3;5;4
44067;A;1;2;3
93854;A;1;3;2
86105;C;6;3;0
56068;C;6;3;0
12708;A;1;3;2
22777;C;3;6;0
50085;B;4;3;5
94188;A;3;2;1
29843;C;3;6;0
27433;B;3;4;5
43888;A;1;3;2
79457;B;4;3;5
90719;A;3;1;2
3322;B;4;3;5
8801;B;4;3;5
113153;B;4;5;3
60588;A;1;3;2
15846;B;3;4;5
51826;B;4;3;5
82724;B;3;5;4
96180;B;4;5;3
94055;A;1;2;3
94212;A;3;1;2
103864;A;1;2;3
61515;B;4;3;5
54577;A;1;2;3
18920;B;3;5;4
90661;B;4;3;5
94236;B;3;4;5
5620;B;4;3;5
76704;B;4;5;3
56535;A;3;2;1
66840;B;4;5;3
21299;B;4;5;3
20241;C;3;6;0
69204;A;1;2;3
73191;B;4;5;3
52321;B;4;3;5
92216;A;3;2;1
75561;B;3;4;5
112241;A;3;1;2
85505;B;4;5;3
67391;B;4;5;3
70669;B;4;3;5
112865;A;3;1;2
53811;B;3;4;5
88464;B;4;3;5
69056;B;4;3;5
56222;C;3;6;0
15306;B;4;3;5
83200;A;3;2;1
74690;B;3;4;5
33067;B;3;4;5
15079;A;3;1;2
3719;A;3;1;2
100269;A;1;3;2
81930;B;3;4;5
24215;B;3;4;5
75805;B;3;4;5
101149;B;4;5;3
111539;B;3;4;5
55348;A;3;1;2
21719;B;4;3;5
29019;B;4;5;3
94764;A;1;2;3
51338;B;3;4;5
50055;B;4;3;5
47138;B;4;3;5
43202;A;3;1;2
64158;B;4;5;3
41754;B;4;3;5
14284;A;3;2;1
90712;B;4;3;5
102350;B;3;4;5
52873;B;4;3;5
108173;B;3;4;5
28338;B;4;3;5
80585;B;3;4;5
113486;B;4;5;3
79148;B;4;3;5
35089;B;4;3;5
37375;C;6;3;0
87236;B;4;3;5
38942;A;3;2;1
37882;B;4;3;5
1796;B;4;5;3
14168;B;4;5;3
65283;B;3;5;4
84920;B;4;5;3
28112;A;1;3;2
59719;B;4;3;5
56518;A;3;1;2
85779;B;4;5;3
111777;B;4;3;5
34325;B;4;3;5
101203;B;3;4;5
55820;C;6;3;0
33584;A;3;1;2
8688;A;1;3;2
42797;B;4;5;3
22112;B;4;3;5
100400;B;4;5;3
47688;A;1;2;3
9644;C;6;3;0
35804;A;1;3;2
75262;C;6;3;0
63988;B;4;3;5
38423;C;6;3;0
27068;B;4;3;5
112526;B;4;3;5
55982;B;3;4;5
93862;A;1;3;2
15149;B;4;3;5
33761;C;6;3;0
19322;B;4;5;3
17630;C;3;6;0
33196;A;3;1;2
105130;B;4;3;5
4149;B;4;5;3
4787;A;1;3;2
95222;B;3;5;4
34370;A;3;1;2
46840;C;6;3;0
39421;B;4;5;3
17005;C;6;3;0
104703;B;4;5;3
61398;B;4;5;3
68650;B;3;4;5
90232;A;3;2;1
1632;B;3;5;4
58021;A;3;1;2
44203;A;3;1;2
75742;B;3;4;5
34080;A;3;1;2
59836;A;1;3;2
100338;B;3;4;5
70426;B;4;3;5
41223;A;1;3;2
65717;A;3;2;1
39498;A;3;1;2
86857;C;6;3;0
87693;A;3;1;2
4146;B;4;3;5
40568;B;4;3;5
40489;B;3;5;4
7270;C;3;6;0
58338;A;3;1;2
105183;B;4;5;3
61922;B;4;5;3
69225;B;4;3;5
87901;B;4;3;5
96309;A;3;1;2
102025;A;3;1;2
106030;B;3;5;4
73812;C;3;6;0
20526;C;6;3;0
808;B;4;3;5
102337;C;6;3;0
87283;B;4;5;3
41059;A;3;1;2
4763;C;6;3;0
101471;B;3;5;4
26128;B;4;3;5
40659;B;4;3;5
42660;A;1;3;2
17440;A;1;3;2
13209;A;1;3;2
17031;A;1;3;2
105605;B;4;3;5
836;B;3;5;4
74214;B;3;4;5
101254;B;4;5;3
64432;C;6;3;0
103005;A;3;1;2
13175;A;1;2;3
45319;C;6;3;0
2742;B;4;3;5
104348;A;3;1;2
53813;A;1;2;3
65248;A;1;2;3
75880;A;1;3;2
81280;A;3;1;2
46238;B;4;5;3
98050;A;1;2;3
5421;B;4;3;5
99707;B;4;5;3
82247;B;4;3;5
90765;B;3;5;4
25421;B;3;5;4
78455;B;3;5;4
73497;C;6;3;0
105533;A;3;1;2
51264;C;6;3;0
105477;B;3;4;5
55798;C;6;3;0
18575;B;4;3;5
49785;B;3;4;5
80056;A;3;1;2
10089;B;3;4;5
114509;C;3;6;0
81724;A;3;2;1
116211;C;6;3;0
14920;B;4;5;3
57242;B;4;3;5
29788;B;4;3;5
37676;B;4;5;3
69119;A;3;2;1
48612;A;1;3;2
34765;B;4;5;3
27899;B;4;3;5
17688;B;4;5;3
27782;A;3;1;2
44210;B;3;4;5
5057;A;1;2;3
16335;B;3;5;4
21831;A;1;3;2
27910;B;3;5;4
12452;B;4;3;5
18659;B;4;3;5
3881;C;3;6;0
25875;B;4;3;5
78180;B;4;5;3
71365;B;3;4;5
112003;A;3;2;1
29154;B;4;3;5
110510;B;4;5;3
60521;A;3;1;2
105654;B;4;3;5
83137;C;6;3;0
101899;A;3;1;2
24656;B;4;5;3
76623;B;4;3;5
12243;C;6;3;0
36390;A;3;1;2
37740;A;1;2;3
82730;C;6;3;0
6630;A;1;3;2
29222;A;3;2;1
42709;C;6;3;0
31359;A;1;3;2
104218;C;3;6;0
74790;B;4;3;5
8743;C;3;6;0
59475;B;4;3;5
37637;A;1;3;2
54965;A;1;3;2
48680;B;4;5;3
113529;B;3;4;5
68967;A;1;3;2
86935;B;3;4;5
44810;A;1;2;3
86957;A;1;3;2
46806;A;1;2;3
53832;B;3;5;4
116106;B;3;5;4
68482;B;4;3;5
64348;B;3;4;5
57282;B;4;3;5
98558;B;4;5;3
57563;B;3;4;5
26533;A;1;3;2
102593;B;4;3;5
21809;C;6;3;0
111628;B;4;3;5
22914;A;1;3;2
9412;B;4;5;3
44170;B;3;4;5
106302;B;3;4;5
116213;B;4;5;3
82989;B;4;3;5
77739;C;3;6;0
6877;A;1;3;2
27291;A;3;1;2
94507;B;4;3;5
28951;B;3;4;5
105820;B;4;3;5
4497;A;3;1;2
1215;A;3;2;1
83569;A;1;2;3
50975;B;4;5;3
77052;B;4;3;5
85149;B;4;3;5
61340;C;3;6;0
86271;A;3;1;2
24684;B;4;3;5
91668;A;3;2;1
100339;B;4;3;5
55456;A;3;2;1
12994;B;4;5;3
29304;A;1;3;2
88233;C;3;6;0
80106;A;3;2;1
24292;B;3;5;4
5450;A;1;3;2
93421;B;4;3;5
69291;B;4;5;3
19921;B;4;3;5
105760;A;3;1;2
104185;A;1;2;3
101698;A;1;2;3
36985;B;4;5;3
65347;A;1;3;2
75895;A;1;3;2
37700;A;3;1;2
90417;A;3;1;2
107569;B;4;3;5
14750;B;4;3;5
89663;B;3;4;5
39278;A;1;2;3
58013;B;4;5;3
54074;A;1;3;2
40357;B;3;5;4
39630;A;3;1;2
75310;B;3;4;5
89487;A;1;2;3
68017;B;4;5;3
86149;B;4;3;5
34754;B;4;5;3
54236;A;3;1;2
98182;A;3;1;2
44253;B;4;5;3
94305;B;4;5;3
36770;B;4;5;3
21145;B;4;5;3
77154;A;3;2;1
102352;A;3;2;1
114341;B;4;5;3
74288;B;3;5;4
21106;A;3;1;2
15232;B;3;5;4
11048;A;3;2;1
48263;B;4;3;5
7504;C;6;3;0
44525;B;4;3;5
66408;B;3;4;5
60490;B;3;5;4
94203;A;3;1;2
86824;B;4;3;5
57863;B;4;3;5
70664;B;4;3;5
22985;A;1;2;3
4775;A;3;1;2
2799;B;4;3;5
35095;B;4;3;5
15016;B;4;3;5
47201;A;1;2;3
91821;B;4;5;3
96339;A;3;2;1
62404;B;3;4;5
107420;A;3;1;2
46358;B;3;5;4
78536;A;1;3;2
28385;B;4;5;3
81426;B;4;3;5
16661;A;3;1;2
20481;A;3;1;2
50177;B;4;5;3
40317;A;3;1;2
63333;B;3;4;5
106141;B;4;3;5
20333;B;3;4;5
93319;A;3;1;2
84747;A;1;3;2
65507;B;3;5;4
10419;B;3;5;4
17746;B;4;3;5
842;B;4;3;5
51148;A;3;2;1
13543;B;3;4;5
102373;B;4;3;5
114053;C;3;6;0
78600;C;3;6;0
85187;B;4;5;3
54300;B;4;3;5
15629;B;4;5;3
39219;B;3;4;5
77211;C;6;3;0
81540;B;4;3;5
48531;A;3;1;2
77635;C;6;3;0
99011;C;6;3;0
45451;B;4;5;3
111284;A;3;2;1
44693;A;1;2;3
32084;B;4;5;3
78192;B;3;4;5
2732;B;4;3;5
16188;A;3;1;2
92362;B;3;4;5
82308;B;4;3;5
13444;A;1;3;2
23551;B;4;3;5
87845;B;4;3;5
85152;A;3;2;1
112091;B;4;3;5
104719;B;3;4;5
8482;B;3;5;4
103896;A;3;2;1
49771;A;3;1;2
76941;B;3;4;5
34484;B;3;4;5
52278;B;3;4;5
3975;A;3;2;1
82419;B;4;5;3
98650;A;3;1;2
64266;A;1;2;3
74255;C;6;3;0
37408;A;1;2;3
75083;B;4;3;5
15372;B;4;5;3
31209;B;4;3;5
94945;A;1;2;3
40002;B;4;3;5
108156;C;6;3;0
36859;A;3;2;1
46396;A;1;2;3
54415;A;1;3;2
36519;C;6;3;0
938;A;1;2;3
45676;B;4;5;3
75727;A;1;3;2
63888;B;4;3;5
82014;B;4;5;3
28995;B;4;5;3
34036;C;6;3;0
38650;B;4;5;3
67222;C;3;6;0
109397;B;3;4;5
92117;B;4;5;3
77195;A;3;1;2
60878;B;3;4;5
47094;B;4;5;3
73802;B;4;5;3
21942;B;3;5;4
26474;B;4;5;3
30278;B;4;3;5
15342;B;4;3;5
97357;B;4;3;5
102388;A;1;3;2
85403;B;3;4;5
40776;B;3;5;4
89160;B;4;5;3
61233;A;3;2;1
84397;A;1;3;2
61175;B;3;4;5
86408;B;4;5;3
94914;A;1;2;3
28439;B;4;5;3
25429;B;3;5;4
42426;B;3;4;5
79735;B;3;4;5
10756;B;4;3;5
75261;C;6;3;0
24614;A;3;1;2
114313;A;1;2;3
5360;B;3;4;5
75465;A;1;3;2
2005;A;3;2;1
85585;B;4;3;5
101455;A;1;2;3
67411;B;3;5;4
15869;B;3;4;5
33648;B;4;3;5
55262;B;4;5;3
93558;C;6;3;0
7488;A;1;3;2
70062;A;3;1;2
12512;B;4;3;5
1058;C;6;3;0
61630;A;1;3;2
70379;B;3;4;5
104151;A;3;2;1
67467;B;3;5;4
107504;B;4;3;5
77569;C;6;3;0
84602;A;1;2;3
44456;A;1;3;2
41271;B;4;5;3
83479;B;4;3;5
72537;A;3;2;1
39131;B;4;3;5
78579;B;3;4;5
47080;C;6;3;0
103399;A;3;1;2
114250;A;3;2;1
72683;C;3;6;0
1051;B;4;5;3
102267;A;3;1;2
19902;B;4;5;3
95552;B;4;3;5
7983;A;1;2;3
31951;C;3;6;0
26335;A;3;1;2
30444;B;3;4;5
22109;A;3;1;2
109041;B;4;5;3
91825;C;6;3;0
33026;B;4;5;3
110152;B;3;4;5
51690;B;4;3;5
72146;A;3;1;2
51054;B;4;3;5
109261;B;4;3;5
51782;A;3;1;2
105385;B;4;5;3
39730;B;4;5;3
29281;A;1;3;2
98834;B;4;3;5
94263;B;3;4;5
42753;B;4;3;5
57647;A;1;2;3
45662;B;4;5;3
44185;A;3;2;1
74964;B;3;4;5
48901;B;4;3;5
61839;A;3;1;2
81177;A;3;1;2
80334;B;4;5;3
75573;A;3;1;2
74109;B;3;4;5
39651;B;4;3;5
7208;B;4;3;5
62415;B;4;3;5
51462;B;4;5;3
73625;A;1;3;2
47978;B;4;3;5
100484;B;4;3;5
82464;B;3;5;4
95176;C;6;3;0
49476;A;3;2;1
83683;B;4;3;5
70193;C;6;3;0
60945;B;4;5;3
10689;B;4;5;3
84122;B;4;5;3
69172;C;6;3;0
103469;C;6;3;0
105304;B;4;3;5
79697;B;4;3;5
104680;B;3;4;5
77449;B;4;5;3
44352;B;4;5;3
55413;B;3;5;4
68846;B;4;5;3
71245;A;3;1;2
19858;B;4;5;3
29282;B;4;3;5
80171;B;3;5;4
34661;B;4;3;5
88172;A;1;2;3
109992;B;4;5;3
32582;A;1;3;2
19954;C;3;6;0
38301;B;4;3;5
105833;A;1;2;3
25300;B;4;3;5
45434;C;3;6;0
96848;B;3;4;5
49317;C;3;6;0
88535;C;6;3;0
51789;C;3;6;0
10869;B;4;5;3
42395;C;6;3;0
50893;A;3;1;2
36590;B;3;4;5
42417;C;6;3;0
78586;A;3;1;2
100043;A;3;2;1
17280;B;4;5;3
108866;C;6;3;0
71968;A;3;1;2
104885;B;4;5;3
7707;A;1;2;3
508;C;6;3;0
88301;B;3;5;4
1849;A;3;1;2
72679;B;4;3;5
69127;B;4;5;3
34511;B;3;4;5
32892;B;3;5;4
89233;A;1;3;2
78967;B;4;3;5
95432;B;4;5;3
68131;A;3;2;1
95697;B;4;5;3
18015;A;3;2;1
3822;C;6;3;0
113418;B;3;4;5
68013;C;3;6;0
114531;B;4;3;5
54468;C;3;6;0
114315;A;3;1;2
61405;A;3;1;2
71849;B;4;3;5
38913;B;4;3;5
55491;B;4;3;5
49701;B;4;5;3
100676;B;4;3;5
72695;B;4;3;5
54838;C;3;6;0
36201;B;4;3;5
47270;C;6;3;0
38082;A;1;2;3
81709;A;1;3;2
71206;B;4;5;3
75210;A;3;2;1
9409;B;4;3;5
72832;C;3;6;0
54916;B;4;5;3
51513;B;4;5;3
78182;B;4;5;3
91266;A;3;1;2
58160;A;3;2;1
83752;A;3;1;2
43181;C;6;3;0
13562;B;3;4;5
115185;A;1;3;2
93024;C;6;3;0
87010;A;3;2;1
31793;A;3;1;2
109060;B;3;5;4
59545;B;4;3;5
12477;B;4;3;5
62290;A;3;1;2
109200;B;3;5;4
11058;B;4;5;3
85177;B;4;3;5
114279;A;3;2;1
18007;C;3;6;0
81854;A;3;1;2
83055;B;4;3;5
106921;B;4;3;5
45907;B;3;4;5
105341;A;1;2;3
24647;C;6;3;0
89570;B;3;4;5
1717;A;1;3;2
52874;B;4;3;5
23660;B;4;3;5
17701;B;4;3;5
72005;B;4;3;5
67930;A;1;2;3
47717;A;1;2;3
85140;B;3;5;4
112691;A;3;2;1
70605;B;4;3;5
75075;A;3;1;2
51588;A;1;2;3
64562;A;1;3;2
83538;B;3;5;4
25543;A;3;1;2
38730;B;3;4;5
43158;A;1;3;2
105628;A;3;1;2
84118;B;4;5;3
107653;A;3;2;1
63110;B;4;3;5
18846;A;3;1;2
21470;A;3;1;2
34240;A;1;2;3
112942;B;4;3;5
24263;A;1;3;2
39489;A;1;2;3
92857;C;3;6;0
22613;B;3;4;5
30328;C;6;3;0
59444;A;1;3;2
63582;B;4;5;3
89714;A;1;3;2
14229;A;3;1;2
66277;B;4;5;3
51622;A;3;1;2
92606;B;4;3;5
85610;A;3;2;1
24602;C;3;6;0
111857;B;3;5;4
84155;B;4;3;5
109293;B;4;3;5
67748;A;3;1;2
9213;A;3;2;1
84075;A;1;3;2
73870;B;4;5;3
86592;C;6;3;0
49487;B;4;5;3
